State_Code,District,Type,Status,Count
MP,Mandla,delta,vaccinated1,6
MP,Mandla,delta,vaccinated2,72
MP,Mandla,delta7,vaccinated1,2286
MP,Mandla,delta7,vaccinated2,53670
MP,Mandla,meta,population,1053522
MP,Mandla,total,confirmed,5188
MP,Mandla,total,deceased,25
MP,Mandla,total,recovered,5159
MP,Mandla,total,vaccinated1,684882
MP,Mandla,total,vaccinated2,246724
MP,Mandsaur,delta,vaccinated1,4
MP,Mandsaur,delta,vaccinated2,130
MP,Mandsaur,delta7,vaccinated1,2058
MP,Mandsaur,delta7,vaccinated2,37337
MP,Mandsaur,meta,population,1339832
MP,Mandsaur,total,confirmed,8637
MP,Mandsaur,total,deceased,84
MP,Mandsaur,total,recovered,8552
MP,Mandsaur,total,tested,52733
MP,Mandsaur,total,vaccinated1,948065
MP,Mandsaur,total,vaccinated2,330902
MP,Morena,delta,vaccinated1,50
MP,Morena,delta,vaccinated2,1667
MP,Morena,delta7,vaccinated1,2814
MP,Morena,delta7,vaccinated2,112629
MP,Morena,meta,population,1965137
MP,Morena,total,confirmed,8236
MP,Morena,total,deceased,95
MP,Morena,total,recovered,8135
MP,Morena,total,tested,90967
MP,Morena,total,vaccinated1,1295658
MP,Morena,total,vaccinated2,582833
MP,Narsinghpur,delta,vaccinated1,10
MP,Narsinghpur,delta,vaccinated2,224
MP,Narsinghpur,delta21_14,confirmed,1
MP,Narsinghpur,delta7,confirmed,5
MP,Narsinghpur,delta7,vaccinated1,1266
MP,Narsinghpur,delta7,vaccinated2,34365
MP,Narsinghpur,meta,population,1092141
MP,Narsinghpur,total,confirmed,11209
MP,Narsinghpur,total,deceased,81
MP,Narsinghpur,total,recovered,11115
MP,Narsinghpur,total,tested,90600
MP,Narsinghpur,total,vaccinated1,803225
MP,Narsinghpur,total,vaccinated2,318284
MP,Neemuch,delta,vaccinated1,16
MP,Neemuch,delta,vaccinated2,359
MP,Neemuch,delta7,vaccinated1,970
MP,Neemuch,delta7,vaccinated2,17955
MP,Neemuch,meta,population,825958
MP,Neemuch,total,confirmed,7926
MP,Neemuch,total,deceased,84
MP,Neemuch,total,recovered,7828
MP,Neemuch,total,tested,57292
MP,Neemuch,total,vaccinated1,579489
MP,Neemuch,total,vaccinated2,229183
MP,Niwari,total,confirmed,3715
MP,Niwari,total,deceased,48
MP,Niwari,total,recovered,3654
MP,Niwari,total,tested,22574
MP,Panna,delta,vaccinated1,144
MP,Panna,delta,vaccinated2,985
MP,Panna,delta7,vaccinated1,2633
MP,Panna,delta7,vaccinated2,18657
MP,Panna,meta,population,1016028
MP,Panna,total,confirmed,7331
MP,Panna,total,deceased,63
MP,Panna,total,recovered,7250
MP,Panna,total,vaccinated1,600823
MP,Panna,total,vaccinated2,168120
MP,Raigarh,total,confirmed,1
MP,Raisen,delta,vaccinated1,39
MP,Raisen,delta,vaccinated2,222
MP,Raisen,delta7,vaccinated1,1644
MP,Raisen,delta7,vaccinated2,22044
MP,Raisen,meta,population,1331699
MP,Raisen,total,confirmed,9238
MP,Raisen,total,deceased,194
MP,Raisen,total,recovered,9030
MP,Raisen,total,tested,44343
MP,Raisen,total,vaccinated1,885585
MP,Raisen,total,vaccinated2,333022
MP,Rajgarh,delta,confirmed,1
MP,Rajgarh,delta,vaccinated1,10
MP,Rajgarh,delta,vaccinated2,144
MP,Rajgarh,delta21_14,confirmed,7
MP,Rajgarh,delta7,confirmed,1
MP,Rajgarh,delta7,vaccinated1,2483
MP,Rajgarh,delta7,vaccinated2,41531
MP,Rajgarh,meta,population,1546541
MP,Rajgarh,total,confirmed,8729
MP,Rajgarh,total,deceased,172
MP,Rajgarh,total,recovered,8490
MP,Rajgarh,total,tested,46604
MP,Rajgarh,total,vaccinated1,1025584
MP,Rajgarh,total,vaccinated2,450099
MP,Ratlam,delta,vaccinated1,14
MP,Ratlam,delta,vaccinated2,251
MP,Ratlam,delta7,vaccinated1,1894
MP,Ratlam,delta7,vaccinated2,51080
MP,Ratlam,meta,population,1454483
MP,Ratlam,total,confirmed,17860
MP,Ratlam,total,deceased,385
MP,Ratlam,total,recovered,17438
MP,Ratlam,total,tested,51736
MP,Ratlam,total,vaccinated1,1026416
MP,Ratlam,total,vaccinated2,457972
MP,Rewa,delta,vaccinated1,85
MP,Rewa,delta,vaccinated2,1574
MP,Rewa,delta7,vaccinated1,6664
MP,Rewa,delta7,vaccinated2,104963
MP,Rewa,meta,population,2363744
MP,Rewa,total,confirmed,16433
MP,Rewa,total,deceased,155
MP,Rewa,total,recovered,16270
MP,Rewa,total,tested,22690
MP,Rewa,total,vaccinated1,1639826
MP,Rewa,total,vaccinated2,674779
MP,Sagar,delta,confirmed,2
MP,Sagar,delta,vaccinated1,23
MP,Sagar,delta,vaccinated2,343
MP,Sagar,delta21_14,confirmed,6
MP,Sagar,delta7,confirmed,2
MP,Sagar,delta7,vaccinated1,6321
MP,Sagar,delta7,vaccinated2,60800
MP,Sagar,meta,population,2378295
MP,Sagar,total,confirmed,16622
MP,Sagar,total,deceased,390
MP,Sagar,total,recovered,16154
MP,Sagar,total,tested,64801
MP,Sagar,total,vaccinated1,1563245
MP,Sagar,total,vaccinated2,760746
MP,Satna,delta,vaccinated1,37
MP,Satna,delta,vaccinated2,303
MP,Satna,delta7,vaccinated1,3426
MP,Satna,delta7,vaccinated2,40519
MP,Satna,meta,population,2228619
MP,Satna,total,confirmed,11965
MP,Satna,total,deceased,133
MP,Satna,total,recovered,11829
MP,Satna,total,tested,28159
MP,Satna,total,vaccinated1,1532585
MP,Satna,total,vaccinated2,481540
MP,Sehore,delta,vaccinated1,5
MP,Sehore,delta,vaccinated2,256
MP,Sehore,delta7,vaccinated1,2325
MP,Sehore,delta7,vaccinated2,32101
MP,Sehore,meta,population,1311008
MP,Sehore,total,confirmed,10136
MP,Sehore,total,deceased,73
MP,Sehore,total,recovered,10057
MP,Sehore,total,tested,45061
MP,Sehore,total,vaccinated1,909045
MP,Sehore,total,vaccinated2,396375
MP,Seoni,delta,vaccinated1,15
MP,Seoni,delta,vaccinated2,402
MP,Seoni,delta7,vaccinated1,2162
MP,Seoni,delta7,vaccinated2,38081
MP,Seoni,meta,population,1378876
MP,Seoni,total,confirmed,6775
MP,Seoni,total,deceased,28
MP,Seoni,total,recovered,6739
MP,Seoni,total,tested,15024
MP,Seoni,total,vaccinated1,945564
MP,Seoni,total,vaccinated2,341871
MP,Shahdol,delta,vaccinated1,20
MP,Shahdol,delta,vaccinated2,426
MP,Shahdol,delta7,vaccinated1,857
MP,Shahdol,delta7,vaccinated2,22928
MP,Shahdol,meta,population,1064989
MP,Shahdol,total,confirmed,10085
MP,Shahdol,total,deceased,118
MP,Shahdol,total,recovered,9958
MP,Shahdol,total,tested,18177
MP,Shahdol,total,vaccinated1,723227
MP,Shahdol,total,vaccinated2,337272
MP,Shajapur,delta,vaccinated1,43
MP,Shajapur,delta,vaccinated2,851
MP,Shajapur,delta7,vaccinated1,1971
MP,Shajapur,delta7,vaccinated2,51596
MP,Shajapur,meta,population,1512353
MP,Shajapur,total,confirmed,6349
MP,Shajapur,total,deceased,74
MP,Shajapur,total,recovered,6273
MP,Shajapur,total,tested,56805
MP,Shajapur,total,vaccinated1,620316
MP,Shajapur,total,vaccinated2,278912
MP,Sheopur,delta,vaccinated1,236
MP,Sheopur,delta,vaccinated2,1788
MP,Sheopur,delta7,vaccinated1,1338
MP,Sheopur,delta7,vaccinated2,16952
MP,Sheopur,meta,population,687952
MP,Sheopur,total,confirmed,4000
MP,Sheopur,total,deceased,78
MP,Sheopur,total,recovered,3919
MP,Sheopur,total,tested,31449
MP,Sheopur,total,vaccinated1,413195
MP,Sheopur,total,vaccinated2,140296
MP,Shivpuri,delta,vaccinated1,883
MP,Shivpuri,delta,vaccinated2,13988
MP,Shivpuri,delta7,vaccinated1,3082
MP,Shivpuri,delta7,vaccinated2,38901
MP,Shivpuri,meta,population,1725818
MP,Shivpuri,total,confirmed,12398
MP,Shivpuri,total,deceased,125
MP,Shivpuri,total,recovered,12261
MP,Shivpuri,total,tested,47270
MP,Shivpuri,total,vaccinated1,1109976
MP,Shivpuri,total,vaccinated2,391707
MP,Sidhi,delta,vaccinated1,58
MP,Sidhi,delta,vaccinated2,512
MP,Sidhi,delta7,vaccinated1,1867
MP,Sidhi,delta7,vaccinated2,19145
MP,Sidhi,meta,population,1126515
MP,Sidhi,total,confirmed,9219
MP,Sidhi,total,deceased,87
MP,Sidhi,total,recovered,9132
MP,Sidhi,total,tested,4660
MP,Sidhi,total,vaccinated1,679862
MP,Sidhi,total,vaccinated2,226632
MP,Singrauli,delta,vaccinated1,43
MP,Singrauli,delta,vaccinated2,305
MP,Singrauli,delta7,confirmed,1
MP,Singrauli,delta7,vaccinated1,3052
MP,Singrauli,delta7,vaccinated2,21200
MP,Singrauli,meta,population,1178132
MP,Singrauli,total,confirmed,8801
MP,Singrauli,total,deceased,82
MP,Singrauli,total,recovered,8706
MP,Singrauli,total,vaccinated1,740335
MP,Singrauli,total,vaccinated2,224966
MP,Tikamgarh,delta,vaccinated1,60
MP,Tikamgarh,delta,vaccinated2,297
MP,Tikamgarh,delta7,vaccinated1,3331
MP,Tikamgarh,delta7,vaccinated2,24497
MP,Tikamgarh,meta,population,1444920
MP,Tikamgarh,total,confirmed,6863
MP,Tikamgarh,total,deceased,114
MP,Tikamgarh,total,recovered,6742
MP,Tikamgarh,total,tested,43011
MP,Tikamgarh,total,vaccinated1,919592
MP,Tikamgarh,total,vaccinated2,293885
MP,Ujjain,delta,vaccinated1,27
MP,Ujjain,delta,vaccinated2,1323
MP,Ujjain,delta21_14,confirmed,1
MP,Ujjain,delta7,confirmed,1
MP,Ujjain,delta7,vaccinated1,4210
MP,Ujjain,delta7,vaccinated2,65566
MP,Ujjain,meta,population,1986864
MP,Ujjain,total,confirmed,18903
MP,Ujjain,total,deceased,172
MP,Ujjain,total,recovered,18720
MP,Ujjain,total,tested,31631
MP,Ujjain,total,vaccinated1,1452247
MP,Ujjain,total,vaccinated2,836514
MP,Umaria,delta,vaccinated1,9
MP,Umaria,delta,vaccinated2,93
MP,Umaria,delta7,vaccinated1,955
MP,Umaria,delta7,vaccinated2,28084
MP,Umaria,meta,population,643579
MP,Umaria,total,confirmed,6294
MP,Umaria,total,deceased,63
MP,Umaria,total,recovered,6224
MP,Umaria,total,tested,54811
MP,Umaria,total,vaccinated1,455492
MP,Umaria,total,vaccinated2,196492
MP, State Total,delta,recovered,8
MP, State Total,delta7,deceased,1
MP, State Total,delta7,recovered,74
MP, State Total,total,confirmed,1416
MP, State Total,total,deceased,1493
MP, State Total,total,recovered,1632
MP,Vidisha,delta,vaccinated1,11
MP,Vidisha,delta,vaccinated2,253
MP,Vidisha,delta21_14,confirmed,1
MP,Vidisha,delta7,vaccinated1,1222
MP,Vidisha,delta7,vaccinated2,26130
MP,Vidisha,meta,population,1458212
MP,Vidisha,total,confirmed,11922
MP,Vidisha,total,deceased,237
MP,Vidisha,total,recovered,11677
MP,Vidisha,total,tested,65935
MP,Vidisha,total,vaccinated1,975291
MP,Vidisha,total,vaccinated2,349024
MZ,Aizawl,delta,confirmed,361
MZ,Aizawl,delta,deceased,1
MZ,Aizawl,delta,recovered,365
MZ,Aizawl,delta21_14,confirmed,3869
MZ,Aizawl,delta7,confirmed,1996
MZ,Aizawl,delta7,deceased,6
MZ,Aizawl,delta7,recovered,3014
MZ,Aizawl,delta7,vaccinated1,443
MZ,Aizawl,delta7,vaccinated2,3740
MZ,Aizawl,meta,population,404054
MZ,Aizawl,total,confirmed,75111
MZ,Aizawl,total,deceased,300
MZ,Aizawl,total,recovered,71337
MZ,Aizawl,total,vaccinated1,315706
MZ,Aizawl,total,vaccinated2,239593
MZ,Champhai,delta,confirmed,33
MZ,Champhai,delta,recovered,40
MZ,Champhai,delta21_14,confirmed,407
MZ,Champhai,delta7,confirmed,299
MZ,Champhai,delta7,deceased,3
MZ,Champhai,delta7,recovered,319
MZ,Champhai,delta7,vaccinated1,344
MZ,Champhai,delta7,vaccinated2,572
MZ,Champhai,meta,population,125370
MZ,Champhai,total,confirmed,5188
MZ,Champhai,total,deceased,11
MZ,Champhai,total,recovered,4745
MZ,Champhai,total,vaccinated1,74122
MZ,Champhai,total,vaccinated2,55251
MZ,Hnahthial,delta,confirmed,1
MZ,Hnahthial,delta,recovered,29
MZ,Hnahthial,delta21_14,confirmed,136
MZ,Hnahthial,delta7,confirmed,143
MZ,Hnahthial,delta7,recovered,185
MZ,Hnahthial,total,confirmed,1020
MZ,Hnahthial,total,deceased,3
MZ,Hnahthial,total,recovered,857
MZ,Khawzawl,delta,confirmed,2
MZ,Khawzawl,delta21_14,confirmed,33
MZ,Khawzawl,delta7,confirmed,42
MZ,Khawzawl,delta7,recovered,26
MZ,Khawzawl,total,confirmed,733
MZ,Khawzawl,total,recovered,688
MZ,Kolasib,delta,confirmed,10
MZ,Kolasib,delta,recovered,2
MZ,Kolasib,delta21_14,confirmed,165
MZ,Kolasib,delta7,confirmed,94
MZ,Kolasib,delta7,recovered,154
MZ,Kolasib,delta7,vaccinated1,153
MZ,Kolasib,delta7,vaccinated2,738
MZ,Kolasib,meta,population,83054
MZ,Kolasib,total,confirmed,7721
MZ,Kolasib,total,deceased,30
MZ,Kolasib,total,recovered,7561
MZ,Kolasib,total,vaccinated1,50525
MZ,Kolasib,total,vaccinated2,33101
MZ,Lawngtlai,delta,confirmed,14
MZ,Lawngtlai,delta,recovered,13
MZ,Lawngtlai,delta,vaccinated1,129
MZ,Lawngtlai,delta21_14,confirmed,274
MZ,Lawngtlai,delta7,confirmed,98
MZ,Lawngtlai,delta7,deceased,1
MZ,Lawngtlai,delta7,recovered,245
MZ,Lawngtlai,delta7,vaccinated1,2765
MZ,Lawngtlai,delta7,vaccinated2,1838
MZ,Lawngtlai,meta,population,117444
MZ,Lawngtlai,total,confirmed,6740
MZ,Lawngtlai,total,deceased,23
MZ,Lawngtlai,total,recovered,6553
MZ,Lawngtlai,total,vaccinated1,55877
MZ,Lawngtlai,total,vaccinated2,25870
MZ,Lunglei,delta,confirmed,71
MZ,Lunglei,delta,recovered,36
MZ,Lunglei,delta21_14,confirmed,642
MZ,Lunglei,delta7,confirmed,662
MZ,Lunglei,delta7,deceased,1
MZ,Lunglei,delta7,recovered,507
MZ,Lunglei,delta7,vaccinated1,263
MZ,Lunglei,delta7,vaccinated2,1493
MZ,Lunglei,meta,population,154094
MZ,Lunglei,total,confirmed,9842
MZ,Lunglei,total,deceased,27
MZ,Lunglei,total,recovered,9053
MZ,Lunglei,total,vaccinated1,95129
MZ,Lunglei,total,vaccinated2,73298
MZ,Mamit,delta,confirmed,19
MZ,Mamit,delta21_14,confirmed,308
MZ,Mamit,delta7,confirmed,241
MZ,Mamit,delta7,deceased,5
MZ,Mamit,delta7,recovered,265
MZ,Mamit,delta7,vaccinated1,228
MZ,Mamit,delta7,vaccinated2,1322
MZ,Mamit,meta,population,85757
MZ,Mamit,total,confirmed,4854
MZ,Mamit,total,deceased,12
MZ,Mamit,total,recovered,4448
MZ,Mamit,total,vaccinated1,43678
MZ,Mamit,total,vaccinated2,28873
MZ,Saiha,delta,deceased,1
MZ,Saiha,delta,recovered,37
MZ,Saiha,delta,vaccinated2,39
MZ,Saiha,delta21_14,confirmed,420
MZ,Saiha,delta7,confirmed,107
MZ,Saiha,delta7,deceased,5
MZ,Saiha,delta7,recovered,345
MZ,Saiha,delta7,vaccinated1,68
MZ,Saiha,delta7,vaccinated2,1116
MZ,Saiha,meta,population,56366
MZ,Saiha,total,confirmed,5469
MZ,Saiha,total,deceased,14
MZ,Saiha,total,recovered,5304
MZ,Saiha,total,vaccinated1,34626
MZ,Saiha,total,vaccinated2,19984
MZ,Saitual,delta,confirmed,3
MZ,Saitual,delta,recovered,21
MZ,Saitual,delta21_14,confirmed,28
MZ,Saitual,delta7,confirmed,30
MZ,Saitual,delta7,recovered,53
MZ,Saitual,total,confirmed,471
MZ,Saitual,total,deceased,2
MZ,Saitual,total,recovered,420
MZ,Serchhip,delta,confirmed,65
MZ,Serchhip,delta,recovered,67
MZ,Serchhip,delta21_14,confirmed,488
MZ,Serchhip,delta7,confirmed,386
MZ,Serchhip,delta7,recovered,572
MZ,Serchhip,delta7,vaccinated1,36
MZ,Serchhip,delta7,vaccinated2,431
MZ,Serchhip,meta,population,64875
MZ,Serchhip,total,confirmed,4210
MZ,Serchhip,total,deceased,10
MZ,Serchhip,total,recovered,3646
MZ,Serchhip,total,vaccinated1,41932
MZ,Serchhip,total,vaccinated2,36047
NL,Dimapur,delta,confirmed,3
NL,Dimapur,delta,deceased,1
NL,Dimapur,delta,recovered,13
NL,Dimapur,delta,vaccinated1,-1
NL,Dimapur,delta,vaccinated2,2
NL,Dimapur,delta21_14,confirmed,74
NL,Dimapur,delta7,confirmed,68
NL,Dimapur,delta7,deceased,2
NL,Dimapur,delta7,other,10
NL,Dimapur,delta7,recovered,73
NL,Dimapur,delta7,vaccinated1,2827
NL,Dimapur,delta7,vaccinated2,12731
NL,Dimapur,meta,population,379769
NL,Dimapur,total,confirmed,14684
NL,Dimapur,total,deceased,421
NL,Dimapur,total,other,689
NL,Dimapur,total,recovered,13471
NL,Dimapur,total,tested,47020
NL,Dimapur,total,vaccinated1,268405
NL,Dimapur,total,vaccinated2,175502
NL,Kiphire,delta,vaccinated1,61
NL,Kiphire,delta,vaccinated2,124
NL,Kiphire,delta7,confirmed,2
NL,Kiphire,delta7,recovered,1
NL,Kiphire,delta7,vaccinated1,116
NL,Kiphire,delta7,vaccinated2,357
NL,Kiphire,meta,population,74033
NL,Kiphire,total,confirmed,258
NL,Kiphire,total,deceased,9
NL,Kiphire,total,other,1
NL,Kiphire,total,recovered,246
NL,Kiphire,total,tested,1002
NL,Kiphire,total,vaccinated1,13017
NL,Kiphire,total,vaccinated2,8141
NL,Kohima,delta,confirmed,4
NL,Kohima,delta,other,1
NL,Kohima,delta21_14,confirmed,33
NL,Kohima,delta7,confirmed,23
NL,Kohima,delta7,other,2
NL,Kohima,delta7,recovered,24
NL,Kohima,delta7,vaccinated1,509
NL,Kohima,delta7,vaccinated2,3038
NL,Kohima,meta,population,270063
NL,Kohima,total,confirmed,9461
NL,Kohima,total,deceased,123
NL,Kohima,total,other,202
NL,Kohima,total,recovered,9095
NL,Kohima,total,tested,33986
NL,Kohima,total,vaccinated1,105758
NL,Kohima,total,vaccinated2,82602
NL,Longleng,delta21_14,confirmed,8
NL,Longleng,delta7,recovered,7
NL,Longleng,delta7,vaccinated1,26
NL,Longleng,delta7,vaccinated2,181
NL,Longleng,meta,population,50593
NL,Longleng,total,confirmed,307
NL,Longleng,total,deceased,2
NL,Longleng,total,other,18
NL,Longleng,total,recovered,286
NL,Longleng,total,tested,1193
NL,Longleng,total,vaccinated1,20577
NL,Longleng,total,vaccinated2,15446
NL,Mokokchung,delta,confirmed,3
NL,Mokokchung,delta,recovered,2
NL,Mokokchung,delta21_14,confirmed,7
NL,Mokokchung,delta7,confirmed,23
NL,Mokokchung,delta7,deceased,2
NL,Mokokchung,delta7,recovered,5
NL,Mokokchung,delta7,vaccinated1,146
NL,Mokokchung,delta7,vaccinated2,2026
NL,Mokokchung,meta,population,193171
NL,Mokokchung,total,confirmed,2333
NL,Mokokchung,total,deceased,54
NL,Mokokchung,total,other,62
NL,Mokokchung,total,recovered,2186
NL,Mokokchung,total,tested,3976
NL,Mokokchung,total,vaccinated1,69198
NL,Mokokchung,total,vaccinated2,54730
NL,Mon,delta,vaccinated1,20
NL,Mon,delta,vaccinated2,28
NL,Mon,delta7,confirmed,1
NL,Mon,delta7,vaccinated1,243
NL,Mon,delta7,vaccinated2,1864
NL,Mon,meta,population,259604
NL,Mon,total,confirmed,1159
NL,Mon,total,deceased,14
NL,Mon,total,other,17
NL,Mon,total,recovered,1124
NL,Mon,total,tested,12278
NL,Mon,total,vaccinated1,70054
NL,Mon,total,vaccinated2,48331
NL,Peren,delta,vaccinated1,1
NL,Peren,delta,vaccinated2,29
NL,Peren,delta21_14,confirmed,5
NL,Peren,delta7,confirmed,1
NL,Peren,delta7,recovered,1
NL,Peren,delta7,vaccinated1,189
NL,Peren,delta7,vaccinated2,613
NL,Peren,meta,population,163294
NL,Peren,total,confirmed,920
NL,Peren,total,deceased,6
NL,Peren,total,other,15
NL,Peren,total,recovered,897
NL,Peren,total,tested,5717
NL,Peren,total,vaccinated1,19956
NL,Peren,total,vaccinated2,12514
NL,Phek,delta,vaccinated1,21
NL,Phek,delta,vaccinated2,168
NL,Phek,delta21_14,confirmed,5
NL,Phek,delta7,confirmed,4
NL,Phek,delta7,other,1
NL,Phek,delta7,recovered,1
NL,Phek,delta7,vaccinated1,99
NL,Phek,delta7,vaccinated2,496
NL,Phek,meta,population,163294
NL,Phek,total,confirmed,601
NL,Phek,total,deceased,18
NL,Phek,total,other,9
NL,Phek,total,recovered,568
NL,Phek,total,tested,2779
NL,Phek,total,vaccinated1,31241
NL,Phek,total,vaccinated2,20746
NL,Tuensang,delta,confirmed,1
NL,Tuensang,delta,recovered,6
NL,Tuensang,delta,vaccinated1,41
NL,Tuensang,delta,vaccinated2,122
NL,Tuensang,delta21_14,confirmed,28
NL,Tuensang,delta7,confirmed,2
NL,Tuensang,delta7,deceased,1
NL,Tuensang,delta7,recovered,28
NL,Tuensang,delta7,vaccinated1,106
NL,Tuensang,delta7,vaccinated2,525
NL,Tuensang,meta,population,414801
NL,Tuensang,total,confirmed,1094
NL,Tuensang,total,deceased,12
NL,Tuensang,total,other,3
NL,Tuensang,total,recovered,1077
NL,Tuensang,total,tested,4887
NL,Tuensang,total,vaccinated1,38130
NL,Tuensang,total,vaccinated2,26725
NL,Wokha,delta,vaccinated1,11
NL,Wokha,delta,vaccinated2,232
NL,Wokha,delta21_14,confirmed,2
NL,Wokha,delta7,confirmed,6
NL,Wokha,delta7,recovered,4
NL,Wokha,delta7,vaccinated1,122
NL,Wokha,delta7,vaccinated2,1074
NL,Wokha,meta,population,166239
NL,Wokha,total,confirmed,402
NL,Wokha,total,deceased,11
NL,Wokha,total,other,16
NL,Wokha,total,recovered,361
NL,Wokha,total,tested,1390
NL,Wokha,total,vaccinated1,35138
NL,Wokha,total,vaccinated2,23577
NL,Zunheboto,delta,vaccinated1,36
NL,Zunheboto,delta,vaccinated2,106
NL,Zunheboto,delta7,deceased,1
NL,Zunheboto,delta7,vaccinated1,331
NL,Zunheboto,delta7,vaccinated2,807
NL,Zunheboto,meta,population,141014
NL,Zunheboto,total,confirmed,623
NL,Zunheboto,total,deceased,15
NL,Zunheboto,total,other,11
NL,Zunheboto,total,recovered,593
NL,Zunheboto,total,tested,2131
NL,Zunheboto,total,vaccinated1,38077
NL,Zunheboto,total,vaccinated2,22337
OR,Angul,delta,confirmed,1
OR,Angul,delta,recovered,3
OR,Angul,delta,vaccinated1,9
OR,Angul,delta,vaccinated2,38
OR,Angul,delta21_14,confirmed,18
OR,Angul,delta7,confirmed,16
OR,Angul,delta7,deceased,2
OR,Angul,delta7,recovered,20
OR,Angul,delta7,vaccinated1,21629
OR,Angul,delta7,vaccinated2,23378
OR,Angul,meta,population,1271703
OR,Angul,total,confirmed,43920
OR,Angul,total,deceased,393
OR,Angul,total,recovered,43506
OR,Angul,total,tested,172873
OR,Angul,total,vaccinated1,786278
OR,Angul,total,vaccinated2,291800
OR,Balangir,delta21_14,confirmed,17
OR,Balangir,delta7,confirmed,4
OR,Balangir,delta7,recovered,15
OR,Balangir,delta7,vaccinated1,20119
OR,Balangir,delta7,vaccinated2,39059
OR,Balangir,meta,population,1648574
OR,Balangir,total,confirmed,23397
OR,Balangir,total,deceased,126
OR,Balangir,total,recovered,23257
OR,Balangir,total,tested,87867
OR,Balangir,total,vaccinated1,960786
OR,Balangir,total,vaccinated2,299153
OR,Balasore,delta,confirmed,5
OR,Balasore,delta,recovered,14
OR,Balasore,delta,vaccinated1,929
OR,Balasore,delta,vaccinated2,519
OR,Balasore,delta21_14,confirmed,94
OR,Balasore,delta7,confirmed,67
OR,Balasore,delta7,deceased,1
OR,Balasore,delta7,recovered,80
OR,Balasore,delta7,vaccinated1,78274
OR,Balasore,delta7,vaccinated2,35314
OR,Balasore,meta,population,2317419
OR,Balasore,total,confirmed,40787
OR,Balasore,total,deceased,299
OR,Balasore,total,recovered,40389
OR,Balasore,total,tested,9843
OR,Balasore,total,vaccinated1,1351099
OR,Balasore,total,vaccinated2,534318
OR,Bargarh,delta,recovered,1
OR,Bargarh,delta,vaccinated1,169
OR,Bargarh,delta,vaccinated2,30
OR,Bargarh,delta21_14,confirmed,18
OR,Bargarh,delta7,confirmed,18
OR,Bargarh,delta7,recovered,16
OR,Bargarh,delta7,vaccinated1,52192
OR,Bargarh,delta7,vaccinated2,32028
OR,Bargarh,meta,population,1478833
OR,Bargarh,total,confirmed,31126
OR,Bargarh,total,deceased,335
OR,Bargarh,total,recovered,30762
OR,Bargarh,total,vaccinated1,829092
OR,Bargarh,total,vaccinated2,283966
OR,Bhadrak,delta,confirmed,3
OR,Bhadrak,delta,recovered,7
OR,Bhadrak,delta,vaccinated2,17
OR,Bhadrak,delta21_14,confirmed,32
OR,Bhadrak,delta7,confirmed,44
OR,Bhadrak,delta7,deceased,1
OR,Bhadrak,delta7,recovered,39
OR,Bhadrak,delta7,vaccinated1,14511
OR,Bhadrak,delta7,vaccinated2,38206
OR,Bhadrak,meta,population,1506522
OR,Bhadrak,total,confirmed,26480
OR,Bhadrak,total,deceased,150
OR,Bhadrak,total,recovered,26260
OR,Bhadrak,total,tested,258173
OR,Bhadrak,total,vaccinated1,1026493
OR,Bhadrak,total,vaccinated2,367945
OR,Boudh,delta,vaccinated1,496
OR,Boudh,delta,vaccinated2,1585
OR,Boudh,delta21_14,confirmed,3
OR,Boudh,delta7,recovered,4
OR,Boudh,delta7,vaccinated1,7009
OR,Boudh,delta7,vaccinated2,16754
OR,Boudh,meta,population,439917
OR,Boudh,total,confirmed,12634
OR,Boudh,total,deceased,112
OR,Boudh,total,recovered,12488
OR,Boudh,total,tested,496
OR,Boudh,total,vaccinated1,259325
OR,Boudh,total,vaccinated2,92297
OR,Cuttack,delta,confirmed,54
OR,Cuttack,delta,recovered,29
OR,Cuttack,delta,vaccinated1,2729
OR,Cuttack,delta,vaccinated2,1129
OR,Cuttack,delta21_14,confirmed,326
OR,Cuttack,delta7,confirmed,277
OR,Cuttack,delta7,deceased,1
OR,Cuttack,delta7,recovered,304
OR,Cuttack,delta7,vaccinated1,75381
OR,Cuttack,delta7,vaccinated2,45717
OR,Cuttack,meta,population,2618708
OR,Cuttack,total,confirmed,94631
OR,Cuttack,total,deceased,857
OR,Cuttack,total,recovered,93404
OR,Cuttack,total,tested,5720
OR,Cuttack,total,vaccinated1,1434524
OR,Cuttack,total,vaccinated2,702278
OR,Deogarh,delta,confirmed,2
OR,Deogarh,delta,recovered,3
OR,Deogarh,delta,vaccinated1,1
OR,Deogarh,delta,vaccinated2,136
OR,Deogarh,delta21_14,confirmed,4
OR,Deogarh,delta7,confirmed,41
OR,Deogarh,delta7,recovered,10
OR,Deogarh,delta7,vaccinated1,1126
OR,Deogarh,delta7,vaccinated2,4779
OR,Deogarh,meta,population,312164
OR,Deogarh,total,confirmed,6553
OR,Deogarh,total,deceased,50
OR,Deogarh,total,recovered,6460
OR,Deogarh,total,tested,682
OR,Deogarh,total,vaccinated1,223405
OR,Deogarh,total,vaccinated2,63727
OR,Dhenkanal,delta,confirmed,5
OR,Dhenkanal,delta,vaccinated1,92
OR,Dhenkanal,delta,vaccinated2,104
OR,Dhenkanal,delta21_14,confirmed,14
OR,Dhenkanal,delta7,confirmed,25
OR,Dhenkanal,delta7,recovered,16
OR,Dhenkanal,delta7,vaccinated1,18302
