State_Code,District,Type,Status,Count
HR,Palwal,delta7,vaccinated2,9496
HR,Palwal,meta,population,1040493
HR,Palwal,total,confirmed,11025
HR,Palwal,total,deceased,153
HR,Palwal,total,recovered,10872
HR,Palwal,total,tested,139809
HR,Palwal,total,vaccinated1,608874
HR,Palwal,total,vaccinated2,221786
HR,Panchkula,delta,confirmed,1
HR,Panchkula,delta,recovered,2
HR,Panchkula,delta,vaccinated1,127
HR,Panchkula,delta,vaccinated2,1033
HR,Panchkula,delta21_14,confirmed,7
HR,Panchkula,delta7,confirmed,10
HR,Panchkula,delta7,recovered,12
HR,Panchkula,delta7,vaccinated1,1786
HR,Panchkula,delta7,vaccinated2,10743
HR,Panchkula,meta,population,558890
HR,Panchkula,total,confirmed,30770
HR,Panchkula,total,deceased,378
HR,Panchkula,total,recovered,30379
HR,Panchkula,total,tested,118725
HR,Panchkula,total,vaccinated1,456675
HR,Panchkula,total,vaccinated2,279951
HR,Panipat,delta,confirmed,1
HR,Panipat,delta,vaccinated1,375
HR,Panipat,delta,vaccinated2,1054
HR,Panipat,delta7,confirmed,1
HR,Panipat,delta7,vaccinated1,7950
HR,Panipat,delta7,vaccinated2,12888
HR,Panipat,meta,population,1202811
HR,Panipat,total,confirmed,31150
HR,Panipat,total,deceased,638
HR,Panipat,total,recovered,30510
HR,Panipat,total,tested,58863
HR,Panipat,total,vaccinated1,830805
HR,Panipat,total,vaccinated2,273172
HR,Rewari,delta,vaccinated1,83
HR,Rewari,delta,vaccinated2,353
HR,Rewari,delta21_14,confirmed,2
HR,Rewari,delta7,recovered,4
HR,Rewari,delta7,vaccinated1,2550
HR,Rewari,delta7,vaccinated2,9877
HR,Rewari,meta,population,896129
HR,Rewari,total,confirmed,20327
HR,Rewari,total,deceased,221
HR,Rewari,total,recovered,20106
HR,Rewari,total,tested,151363
HR,Rewari,total,vaccinated1,648724
HR,Rewari,total,vaccinated2,294989
HR,Rohtak,delta,vaccinated1,311
HR,Rohtak,delta,vaccinated2,953
HR,Rohtak,delta21_14,confirmed,4
HR,Rohtak,delta7,recovered,1
HR,Rohtak,delta7,vaccinated1,11409
HR,Rohtak,delta7,vaccinated2,17219
HR,Rohtak,meta,population,1058683
HR,Rohtak,total,confirmed,25903
HR,Rohtak,total,deceased,534
HR,Rohtak,total,recovered,25350
HR,Rohtak,total,tested,25894
HR,Rohtak,total,vaccinated1,674649
HR,Rohtak,total,vaccinated2,305282
HR,Sirsa,delta,vaccinated1,47
HR,Sirsa,delta,vaccinated2,92
HR,Sirsa,delta21_14,confirmed,3
HR,Sirsa,delta7,confirmed,3
HR,Sirsa,delta7,recovered,2
HR,Sirsa,delta7,vaccinated1,4263
HR,Sirsa,delta7,vaccinated2,8228
HR,Sirsa,meta,population,1295114
HR,Sirsa,total,confirmed,29282
HR,Sirsa,total,deceased,508
HR,Sirsa,total,recovered,28771
HR,Sirsa,total,tested,150193
HR,Sirsa,total,vaccinated1,786205
HR,Sirsa,total,vaccinated2,278920
HR,Sonipat,delta,vaccinated1,785
HR,Sonipat,delta,vaccinated2,2190
HR,Sonipat,delta21_14,confirmed,1
HR,Sonipat,delta7,recovered,1
HR,Sonipat,delta7,vaccinated1,9421
HR,Sonipat,delta7,vaccinated2,21065
HR,Sonipat,meta,population,1480080
HR,Sonipat,total,confirmed,47138
HR,Sonipat,total,deceased,254
HR,Sonipat,total,recovered,46884
HR,Sonipat,total,tested,238963
HR,Sonipat,total,vaccinated1,989125
HR,Sonipat,total,vaccinated2,411915
HR,Yamunanagar,delta,vaccinated1,102
HR,Yamunanagar,delta,vaccinated2,185
HR,Yamunanagar,delta21_14,confirmed,2
HR,Yamunanagar,delta7,recovered,6
HR,Yamunanagar,delta7,vaccinated1,6471
HR,Yamunanagar,delta7,vaccinated2,16554
HR,Yamunanagar,meta,population,1214162
HR,Yamunanagar,total,confirmed,24631
HR,Yamunanagar,total,deceased,414
HR,Yamunanagar,total,recovered,24215
HR,Yamunanagar,total,tested,196131
HR,Yamunanagar,total,vaccinated1,831598
HR,Yamunanagar,total,vaccinated2,340196
JH,Bokaro,delta,vaccinated1,3236
JH,Bokaro,delta,vaccinated2,4363
JH,Bokaro,delta21_14,confirmed,5
JH,Bokaro,delta7,confirmed,15
JH,Bokaro,delta7,recovered,13
JH,Bokaro,delta7,vaccinated1,27554
JH,Bokaro,delta7,vaccinated2,34375
JH,Bokaro,meta,population,2061918
JH,Bokaro,total,confirmed,19461
JH,Bokaro,total,deceased,286
JH,Bokaro,total,recovered,19170
JH,Bokaro,total,tested,11798
JH,Bokaro,total,vaccinated1,994497
JH,Bokaro,total,vaccinated2,333330
JH,Chatra,delta,vaccinated1,909
JH,Chatra,delta,vaccinated2,1813
JH,Chatra,delta7,vaccinated1,5946
JH,Chatra,delta7,vaccinated2,11402
JH,Chatra,meta,population,1042304
JH,Chatra,total,confirmed,6033
JH,Chatra,total,deceased,53
JH,Chatra,total,recovered,5977
JH,Chatra,total,vaccinated1,454807
JH,Chatra,total,vaccinated2,126700
JH,Deoghar,delta,vaccinated1,985
JH,Deoghar,delta,vaccinated2,2299
JH,Deoghar,delta7,confirmed,2
JH,Deoghar,delta7,recovered,1
JH,Deoghar,delta7,vaccinated1,9801
JH,Deoghar,delta7,vaccinated2,19008
JH,Deoghar,meta,population,1491879
JH,Deoghar,total,confirmed,10835
JH,Deoghar,total,deceased,113
JH,Deoghar,total,recovered,10721
JH,Deoghar,total,tested,6951
JH,Deoghar,total,vaccinated1,569167
JH,Deoghar,total,vaccinated2,230458
JH,Dhanbad,delta,recovered,1
JH,Dhanbad,delta,vaccinated1,2811
JH,Dhanbad,delta,vaccinated2,3597
JH,Dhanbad,delta21_14,confirmed,1
JH,Dhanbad,delta7,confirmed,24
JH,Dhanbad,delta7,recovered,13
JH,Dhanbad,delta7,vaccinated1,33374
JH,Dhanbad,delta7,vaccinated2,34095
JH,Dhanbad,meta,population,2682662
JH,Dhanbad,total,confirmed,16589
JH,Dhanbad,total,deceased,382
JH,Dhanbad,total,recovered,16196
JH,Dhanbad,total,vaccinated1,1185934
JH,Dhanbad,total,vaccinated2,446946
JH,Dumka,delta,recovered,1
JH,Dumka,delta,vaccinated1,1460
JH,Dumka,delta,vaccinated2,2659
JH,Dumka,delta7,confirmed,2
JH,Dumka,delta7,recovered,2
JH,Dumka,delta7,vaccinated1,12679
JH,Dumka,delta7,vaccinated2,22872
JH,Dumka,meta,population,1321096
JH,Dumka,total,confirmed,4636
JH,Dumka,total,deceased,47
JH,Dumka,total,recovered,4589
JH,Dumka,total,tested,5400
JH,Dumka,total,vaccinated1,638722
JH,Dumka,total,vaccinated2,229944
JH,East Singhbhum,delta,recovered,3
JH,East Singhbhum,delta,vaccinated1,1925
JH,East Singhbhum,delta,vaccinated2,4669
JH,East Singhbhum,delta21_14,confirmed,11
JH,East Singhbhum,delta7,confirmed,47
JH,East Singhbhum,delta7,deceased,2
JH,East Singhbhum,delta7,recovered,42
JH,East Singhbhum,delta7,vaccinated1,11994
JH,East Singhbhum,delta7,vaccinated2,29238
JH,East Singhbhum,meta,population,2291032
JH,East Singhbhum,total,confirmed,51974
JH,East Singhbhum,total,deceased,1046
JH,East Singhbhum,total,recovered,50907
JH,East Singhbhum,total,vaccinated1,1424376
JH,East Singhbhum,total,vaccinated2,661091
JH,Garhwa,delta,recovered,1
JH,Garhwa,delta,vaccinated1,4770
JH,Garhwa,delta,vaccinated2,3027
JH,Garhwa,delta21_14,confirmed,1
JH,Garhwa,delta7,confirmed,6
JH,Garhwa,delta7,recovered,7
JH,Garhwa,delta7,vaccinated1,17210
JH,Garhwa,delta7,vaccinated2,15386
JH,Garhwa,meta,population,1322387
JH,Garhwa,total,confirmed,6895
JH,Garhwa,total,deceased,94
JH,Garhwa,total,recovered,6801
JH,Garhwa,total,vaccinated1,456056
JH,Garhwa,total,vaccinated2,148421
JH,Giridih,delta,vaccinated1,2411
JH,Giridih,delta,vaccinated2,3577
JH,Giridih,delta7,vaccinated1,16994
JH,Giridih,delta7,vaccinated2,29823
JH,Giridih,meta,population,2445203
JH,Giridih,total,confirmed,8964
JH,Giridih,total,deceased,130
JH,Giridih,total,recovered,8834
JH,Giridih,total,tested,11132
JH,Giridih,total,vaccinated1,994417
JH,Giridih,total,vaccinated2,301193
JH,Godda,delta,vaccinated1,906
JH,Godda,delta,vaccinated2,1883
JH,Godda,delta7,confirmed,1
JH,Godda,delta7,recovered,1
JH,Godda,delta7,vaccinated1,7385
JH,Godda,delta7,vaccinated2,16537
JH,Godda,meta,population,1311382
JH,Godda,total,confirmed,5840
JH,Godda,total,deceased,87
JH,Godda,total,recovered,5753
JH,Godda,total,tested,10980
JH,Godda,total,vaccinated1,527710
JH,Godda,total,vaccinated2,198198
JH,Gumla,delta,vaccinated1,465
JH,Gumla,delta,vaccinated2,744
JH,Gumla,delta7,confirmed,5
JH,Gumla,delta7,vaccinated1,4900
JH,Gumla,delta7,vaccinated2,8696
JH,Gumla,meta,population,1025656
JH,Gumla,total,confirmed,9900
JH,Gumla,total,deceased,38
JH,Gumla,total,recovered,9857
JH,Gumla,total,vaccinated1,387738
JH,Gumla,total,vaccinated2,156364
JH,Hazaribagh,delta,vaccinated1,678
JH,Hazaribagh,delta,vaccinated2,1243
JH,Hazaribagh,delta7,confirmed,3
JH,Hazaribagh,delta7,recovered,3
JH,Hazaribagh,delta7,vaccinated1,11940
JH,Hazaribagh,delta7,vaccinated2,21857
JH,Hazaribagh,meta,population,1734005
JH,Hazaribagh,total,confirmed,19593
JH,Hazaribagh,total,deceased,186
JH,Hazaribagh,total,recovered,19404
JH,Hazaribagh,total,vaccinated1,865943
JH,Hazaribagh,total,vaccinated2,317137
JH,Jamtara,delta,vaccinated1,973
JH,Jamtara,delta,vaccinated2,1373
JH,Jamtara,delta21_14,confirmed,1
JH,Jamtara,delta7,confirmed,4
JH,Jamtara,delta7,deceased,1
JH,Jamtara,delta7,recovered,3
JH,Jamtara,delta7,vaccinated1,9614
JH,Jamtara,delta7,vaccinated2,12331
JH,Jamtara,meta,population,790207
JH,Jamtara,total,confirmed,5599
JH,Jamtara,total,deceased,61
JH,Jamtara,total,recovered,5534
JH,Jamtara,total,tested,2880
JH,Jamtara,total,vaccinated1,381155
JH,Jamtara,total,vaccinated2,137216
JH,Khunti,delta,vaccinated1,354
JH,Khunti,delta,vaccinated2,367
JH,Khunti,delta21_14,confirmed,2
JH,Khunti,delta7,vaccinated1,3335
JH,Khunti,delta7,vaccinated2,3834
JH,Khunti,meta,population,530299
JH,Khunti,total,confirmed,7820
JH,Khunti,total,deceased,96
JH,Khunti,total,recovered,7724
JH,Khunti,total,tested,3852
JH,Khunti,total,vaccinated1,227503
JH,Khunti,total,vaccinated2,107053
JH,Koderma,delta,vaccinated1,45
JH,Koderma,delta,vaccinated2,235
JH,Koderma,delta7,vaccinated1,3393
JH,Koderma,delta7,vaccinated2,11488
JH,Koderma,meta,population,717169
JH,Koderma,total,confirmed,12872
JH,Koderma,total,deceased,136
JH,Koderma,total,recovered,12736
JH,Koderma,total,vaccinated1,363078
JH,Koderma,total,vaccinated2,140609
JH,Latehar,delta,vaccinated1,1158
JH,Latehar,delta,vaccinated2,773
JH,Latehar,delta7,vaccinated1,9565
JH,Latehar,delta7,vaccinated2,7719
JH,Latehar,meta,population,725673
JH,Latehar,total,confirmed,7871
JH,Latehar,total,deceased,57
JH,Latehar,total,recovered,7814
JH,Latehar,total,vaccinated1,294989
JH,Latehar,total,vaccinated2,84919
JH,Lohardaga,delta,vaccinated1,188
JH,Lohardaga,delta,vaccinated2,166
JH,Lohardaga,delta7,recovered,2
JH,Lohardaga,delta7,vaccinated1,3444
JH,Lohardaga,delta7,vaccinated2,3563
JH,Lohardaga,meta,population,461738
JH,Lohardaga,total,confirmed,6709
JH,Lohardaga,total,deceased,88
JH,Lohardaga,total,recovered,6621
JH,Lohardaga,total,tested,7526
JH,Lohardaga,total,vaccinated1,173109
JH,Lohardaga,total,vaccinated2,63130
JH,Pakur,delta,vaccinated1,3009
JH,Pakur,delta,vaccinated2,2636
JH,Pakur,delta21_14,confirmed,1
JH,Pakur,delta7,vaccinated1,9945
JH,Pakur,delta7,vaccinated2,9107
JH,Pakur,meta,population,899200
JH,Pakur,total,confirmed,2552
JH,Pakur,total,deceased,12
JH,Pakur,total,recovered,2539
JH,Pakur,total,tested,6429
JH,Pakur,total,vaccinated1,378048
JH,Pakur,total,vaccinated2,108941
JH,Palamu,delta,vaccinated1,5270
JH,Palamu,delta,vaccinated2,6713
JH,Palamu,delta7,vaccinated1,21657
JH,Palamu,delta7,vaccinated2,37375
JH,Palamu,meta,population,1936319
JH,Palamu,total,confirmed,12294
JH,Palamu,total,deceased,110
JH,Palamu,total,recovered,12184
JH,Palamu,total,vaccinated1,788026
JH,Palamu,total,vaccinated2,311074
JH,Ramgarh,delta,vaccinated1,645
JH,Ramgarh,delta,vaccinated2,944
JH,Ramgarh,delta21_14,confirmed,1
JH,Ramgarh,delta7,confirmed,7
JH,Ramgarh,delta7,vaccinated1,5306
JH,Ramgarh,delta7,vaccinated2,10927
JH,Ramgarh,meta,population,949159
JH,Ramgarh,total,confirmed,13923
JH,Ramgarh,total,deceased,197
JH,Ramgarh,total,recovered,13714
JH,Ramgarh,total,vaccinated1,522017
JH,Ramgarh,total,vaccinated2,185442
JH,Ranchi,delta,confirmed,10
JH,Ranchi,delta,recovered,2
JH,Ranchi,delta,vaccinated1,4743
JH,Ranchi,delta,vaccinated2,4594
JH,Ranchi,delta21_14,confirmed,52
JH,Ranchi,delta7,confirmed,182
JH,Ranchi,delta7,recovered,228
JH,Ranchi,delta7,vaccinated1,35099
JH,Ranchi,delta7,vaccinated2,38856
JH,Ranchi,meta,population,2912022
JH,Ranchi,total,confirmed,86116
JH,Ranchi,total,deceased,1585
JH,Ranchi,total,recovered,84495
JH,Ranchi,total,vaccinated1,1512114
JH,Ranchi,total,vaccinated2,656001
JH,Sahibganj,delta,vaccinated1,1336
JH,Sahibganj,delta,vaccinated2,947
JH,Sahibganj,delta7,vaccinated1,10449
JH,Sahibganj,delta7,vaccinated2,13687
JH,Sahibganj,meta,population,1150038
JH,Sahibganj,total,confirmed,4834
JH,Sahibganj,total,deceased,42
JH,Sahibganj,total,recovered,4792
JH,Sahibganj,total,tested,5029
JH,Sahibganj,total,vaccinated1,430948
JH,Sahibganj,total,vaccinated2,132560
JH,Saraikela-Kharsawan,delta,vaccinated1,682
JH,Saraikela-Kharsawan,delta,vaccinated2,490
JH,Saraikela-Kharsawan,delta7,vaccinated1,11215
JH,Saraikela-Kharsawan,delta7,vaccinated2,12399
JH,Saraikela-Kharsawan,meta,population,1063458
JH,Saraikela-Kharsawan,total,confirmed,7207
JH,Saraikela-Kharsawan,total,deceased,67
JH,Saraikela-Kharsawan,total,recovered,7137
JH,Saraikela-Kharsawan,total,tested,161796
JH,Saraikela-Kharsawan,total,vaccinated1,505417
JH,Saraikela-Kharsawan,total,vaccinated2,167980
JH,Simdega,delta,vaccinated1,67
JH,Simdega,delta,vaccinated2,189
JH,Simdega,delta7,vaccinated1,1694
JH,Simdega,delta7,vaccinated2,4126
JH,Simdega,meta,population,599813
JH,Simdega,total,confirmed,7193
JH,Simdega,total,deceased,92
JH,Simdega,total,recovered,7101
JH,Simdega,total,vaccinated1,277357
JH,Simdega,total,vaccinated2,112059
JH, State Total,delta7,confirmed,-166
JH, State Total,delta7,recovered,-70
JH,West Singhbhum,delta,vaccinated1,895
JH,West Singhbhum,delta,vaccinated2,962
JH,West Singhbhum,delta21_14,confirmed,3
JH,West Singhbhum,delta7,confirmed,5
JH,West Singhbhum,delta7,recovered,5
JH,West Singhbhum,delta7,vaccinated1,12587
JH,West Singhbhum,delta7,vaccinated2,16980
JH,West Singhbhum,meta,population,1501619
JH,West Singhbhum,total,confirmed,13054
JH,West Singhbhum,total,deceased,133
JH,West Singhbhum,total,recovered,12918
JH,West Singhbhum,total,vaccinated1,630437
JH,West Singhbhum,total,vaccinated2,225607
JK,Anantnag,delta,confirmed,2
JK,Anantnag,delta,recovered,2
JK,Anantnag,delta,vaccinated1,69
JK,Anantnag,delta,vaccinated2,4677
JK,Anantnag,delta21_14,confirmed,19
JK,Anantnag,delta7,confirmed,10
JK,Anantnag,delta7,recovered,12
JK,Anantnag,delta7,vaccinated1,1472
JK,Anantnag,delta7,vaccinated2,30949
JK,Anantnag,meta,population,1070144
JK,Anantnag,total,confirmed,16603
JK,Anantnag,total,deceased,205
JK,Anantnag,total,recovered,16378
JK,Anantnag,total,vaccinated1,759605
JK,Anantnag,total,vaccinated2,402717
JK,Bandipora,delta,confirmed,1
JK,Bandipora,delta,vaccinated1,12
JK,Bandipora,delta,vaccinated2,639
JK,Bandipora,delta21_14,confirmed,16
JK,Bandipora,delta7,confirmed,13
JK,Bandipora,delta7,recovered,19
JK,Bandipora,delta7,vaccinated1,349
JK,Bandipora,delta7,vaccinated2,6835
JK,Bandipora,meta,population,385099
JK,Bandipora,total,confirmed,9814
JK,Bandipora,total,deceased,102
JK,Bandipora,total,recovered,9693
JK,Bandipora,total,vaccinated1,303665
JK,Bandipora,total,vaccinated2,154345
JK,Baramulla,delta,confirmed,10
JK,Baramulla,delta,recovered,6
JK,Baramulla,delta,vaccinated1,42
JK,Baramulla,delta,vaccinated2,2327
JK,Baramulla,delta21_14,confirmed,57
JK,Baramulla,delta7,confirmed,96
JK,Baramulla,delta7,recovered,64
JK,Baramulla,delta7,vaccinated1,1665
JK,Baramulla,delta7,vaccinated2,29357
JK,Baramulla,meta,population,1015503
JK,Baramulla,total,confirmed,24613
JK,Baramulla,total,deceased,282
JK,Baramulla,total,recovered,24196
JK,Baramulla,total,vaccinated1,776258
JK,Baramulla,total,vaccinated2,450002
JK,Budgam,delta,confirmed,10
JK,Budgam,delta,recovered,10
JK,Budgam,delta,vaccinated1,113
JK,Budgam,delta,vaccinated2,2657
JK,Budgam,delta21_14,confirmed,48
JK,Budgam,delta7,confirmed,63
JK,Budgam,delta7,recovered,53
JK,Budgam,delta7,vaccinated1,1409
JK,Budgam,delta7,vaccinated2,22456
JK,Budgam,meta,population,735753
JK,Budgam,total,confirmed,23844
JK,Budgam,total,deceased,207
JK,Budgam,total,recovered,23548
JK,Budgam,total,vaccinated1,592075
JK,Budgam,total,vaccinated2,319587
JK,Doda,delta,confirmed,2
JK,Doda,delta,vaccinated1,74
JK,Doda,delta,vaccinated2,1079
JK,Doda,delta21_14,confirmed,26
JK,Doda,delta7,confirmed,18
JK,Doda,delta7,recovered,26
JK,Doda,delta7,vaccinated1,1065
JK,Doda,delta7,vaccinated2,19212
JK,Doda,meta,population,409576
JK,Doda,total,confirmed,7869
JK,Doda,total,deceased,133
JK,Doda,total,recovered,7704
JK,Doda,total,vaccinated1,313983
JK,Doda,total,vaccinated2,158751
JK,Ganderbal,delta,confirmed,7
JK,Ganderbal,delta,recovered,2
JK,Ganderbal,delta,vaccinated1,33
JK,Ganderbal,delta,vaccinated2,1116
JK,Ganderbal,delta21_14,confirmed,10
JK,Ganderbal,delta7,confirmed,31
JK,Ganderbal,delta7,recovered,12
JK,Ganderbal,delta7,vaccinated1,370
JK,Ganderbal,delta7,vaccinated2,9271
JK,Ganderbal,meta,population,297003
JK,Ganderbal,total,confirmed,10436
JK,Ganderbal,total,deceased,79
JK,Ganderbal,total,recovered,10313
JK,Ganderbal,total,vaccinated1,227349
JK,Ganderbal,total,vaccinated2,133812
JK,Jammu,delta,confirmed,3
JK,Jammu,delta,recovered,6
JK,Jammu,delta,vaccinated1,86
JK,Jammu,delta,vaccinated2,593
JK,Jammu,delta21_14,confirmed,27
JK,Jammu,delta7,confirmed,20
JK,Jammu,delta7,recovered,37
JK,Jammu,delta7,vaccinated1,4121
JK,Jammu,delta7,vaccinated2,16781
JK,Jammu,meta,population,1526406
JK,Jammu,total,confirmed,53324
JK,Jammu,total,deceased,1145
JK,Jammu,total,recovered,52145
JK,Jammu,total,vaccinated1,1168448
JK,Jammu,total,vaccinated2,610537
JK,Kathua,delta,vaccinated1,108
JK,Kathua,delta,vaccinated2,2053
JK,Kathua,delta21_14,confirmed,1
JK,Kathua,delta7,deceased,1
JK,Kathua,delta7,recovered,5
JK,Kathua,delta7,vaccinated1,1867
JK,Kathua,delta7,vaccinated2,22270
JK,Kathua,meta,population,615711
JK,Kathua,total,confirmed,9327
JK,Kathua,total,deceased,152
JK,Kathua,total,recovered,9175
JK,Kathua,total,vaccinated1,482584
JK,Kathua,total,vaccinated2,249588
JK,Kishtwar,delta,vaccinated1,85
JK,Kishtwar,delta,vaccinated2,320
JK,Kishtwar,delta7,confirmed,1
JK,Kishtwar,delta7,vaccinated1,3948
JK,Kishtwar,delta7,vaccinated2,3385
JK,Kishtwar,meta,population,230696
JK,Kishtwar,total,confirmed,4819
JK,Kishtwar,total,deceased,44
JK,Kishtwar,total,recovered,4773
JK,Kishtwar,total,vaccinated1,164754
JK,Kishtwar,total,vaccinated2,78041
JK,Kulgam,delta,confirmed,1
JK,Kulgam,delta,recovered,2
JK,Kulgam,delta,vaccinated1,39
JK,Kulgam,delta,vaccinated2,1610
JK,Kulgam,delta21_14,confirmed,1
JK,Kulgam,delta7,confirmed,2
JK,Kulgam,delta7,recovered,5
JK,Kulgam,delta7,vaccinated1,632
JK,Kulgam,delta7,vaccinated2,20244
JK,Kulgam,meta,population,422786
JK,Kulgam,total,confirmed,11489
JK,Kulgam,total,deceased,117
JK,Kulgam,total,recovered,11367
JK,Kulgam,total,vaccinated1,401091
JK,Kulgam,total,vaccinated2,202260
JK,Kupwara,delta,confirmed,5
JK,Kupwara,delta,recovered,4
JK,Kupwara,delta,vaccinated1,165
JK,Kupwara,delta,vaccinated2,8743
JK,Kupwara,delta21_14,confirmed,32
JK,Kupwara,delta7,confirmed,25
JK,Kupwara,delta7,recovered,25
JK,Kupwara,delta7,vaccinated1,3959
JK,Kupwara,delta7,vaccinated2,42820
JK,Kupwara,meta,population,875564
JK,Kupwara,total,confirmed,14463
JK,Kupwara,total,deceased,166
JK,Kupwara,total,recovered,14268
JK,Kupwara,total,vaccinated1,673594
JK,Kupwara,total,vaccinated2,348327
JK,Pulwama,delta,confirmed,4
JK,Pulwama,delta,vaccinated1,24
JK,Pulwama,delta,vaccinated2,1414
JK,Pulwama,delta21_14,confirmed,8
JK,Pulwama,delta7,confirmed,5
JK,Pulwama,delta7,recovered,5
JK,Pulwama,delta7,vaccinated1,1021
JK,Pulwama,delta7,vaccinated2,16829
JK,Pulwama,meta,population,570060
JK,Pulwama,total,confirmed,15512
JK,Pulwama,total,deceased,194
JK,Pulwama,total,recovered,15309
JK,Pulwama,total,tested,139552
JK,Pulwama,total,vaccinated1,430622
JK,Pulwama,total,vaccinated2,244300
JK,Punch,delta,vaccinated1,45
JK,Punch,delta,vaccinated2,3190
JK,Punch,delta21_14,confirmed,13
JK,Punch,delta7,confirmed,7
JK,Punch,delta7,recovered,14
JK,Punch,delta7,vaccinated1,695
JK,Punch,delta7,vaccinated2,27765
JK,Punch,meta,population,476820
JK,Punch,total,confirmed,6482
JK,Punch,total,deceased,98
JK,Punch,total,recovered,6371
JK,Punch,total,vaccinated1,386098
JK,Punch,total,vaccinated2,234540
JK,Rajouri,delta,vaccinated1,56
JK,Rajouri,delta,vaccinated2,752
JK,Rajouri,delta21_14,confirmed,8
JK,Rajouri,delta7,confirmed,4
JK,Rajouri,delta7,recovered,7
JK,Rajouri,delta7,vaccinated1,1247
JK,Rajouri,delta7,vaccinated2,9544
JK,Rajouri,meta,population,619266
JK,Rajouri,total,confirmed,11272
JK,Rajouri,total,deceased,237
JK,Rajouri,total,recovered,11031
JK,Rajouri,total,vaccinated1,498787
JK,Rajouri,total,vaccinated2,241407
JK,Ramban,delta,confirmed,1
JK,Ramban,delta,vaccinated1,155
JK,Ramban,delta,vaccinated2,829
JK,Ramban,delta7,confirmed,3
JK,Ramban,delta7,vaccinated1,1498
JK,Ramban,delta7,vaccinated2,10369
JK,Ramban,meta,population,283313
JK,Ramban,total,confirmed,6043
JK,Ramban,total,deceased,67
JK,Ramban,total,recovered,5971
JK,Ramban,total,vaccinated1,220690
JK,Ramban,total,vaccinated2,147086
JK,Reasi,delta,recovered,2
JK,Reasi,delta,vaccinated1,240
JK,Reasi,delta,vaccinated2,1808
JK,Reasi,delta21_14,confirmed,13
JK,Reasi,delta7,confirmed,4
JK,Reasi,delta7,recovered,10
JK,Reasi,delta7,vaccinated1,1644
JK,Reasi,delta7,vaccinated2,15636
JK,Reasi,meta,population,314714
JK,Reasi,total,confirmed,6626
JK,Reasi,total,deceased,43
JK,Reasi,total,recovered,6575
JK,Reasi,total,vaccinated1,244379
JK,Reasi,total,vaccinated2,133971
JK,Samba,delta,vaccinated1,40
JK,Samba,delta,vaccinated2,468
JK,Samba,delta21_14,confirmed,1
JK,Samba,delta7,recovered,2
JK,Samba,delta7,vaccinated1,1207
JK,Samba,delta7,vaccinated2,6224
JK,Samba,meta,population,318611
JK,Samba,total,confirmed,7152
JK,Samba,total,deceased,120
JK,Samba,total,recovered,7032
JK,Samba,total,vaccinated1,280700
JK,Samba,total,vaccinated2,122554
JK,Shopiyan,delta,vaccinated1,6
JK,Shopiyan,delta,vaccinated2,302
JK,Shopiyan,delta7,vaccinated1,139
JK,Shopiyan,delta7,vaccinated2,7669
JK,Shopiyan,meta,population,265960
JK,Shopiyan,total,confirmed,5607
JK,Shopiyan,total,deceased,58
JK,Shopiyan,total,recovered,5549
JK,Shopiyan,total,vaccinated1,203036
JK,Shopiyan,total,vaccinated2,95122
JK,Srinagar,delta,confirmed,49
JK,Srinagar,delta,recovered,45
JK,Srinagar,delta,vaccinated1,394
JK,Srinagar,delta,vaccinated2,11547
JK,Srinagar,delta21_14,confirmed,247
JK,Srinagar,delta7,confirmed,305
JK,Srinagar,delta7,deceased,2
JK,Srinagar,delta7,recovered,274
JK,Srinagar,delta7,vaccinated1,2788
JK,Srinagar,delta7,vaccinated2,80075
JK,Srinagar,meta,population,1269751
JK,Srinagar,total,confirmed,75539
JK,Srinagar,total,deceased,846
JK,Srinagar,total,recovered,74242
JK,Srinagar,total,vaccinated1,957347
JK,Srinagar,total,vaccinated2,592016
JK,Udhampur,delta,vaccinated1,76
JK,Udhampur,delta,vaccinated2,700
JK,Udhampur,delta21_14,confirmed,2
JK,Udhampur,delta7,confirmed,4
JK,Udhampur,delta7,recovered,2
JK,Udhampur,delta7,vaccinated1,2420
JK,Udhampur,delta7,vaccinated2,14763
JK,Udhampur,meta,population,555357
JK,Udhampur,total,confirmed,11415
JK,Udhampur,total,deceased,137
JK,Udhampur,total,recovered,11275
JK,Udhampur,total,vaccinated1,425945
JK,Udhampur,total,vaccinated2,227785
KA,Bagalkote,delta,vaccinated1,823
KA,Bagalkote,delta,vaccinated2,98
KA,Bagalkote,delta21_14,confirmed,1
KA,Bagalkote,delta7,vaccinated1,57683
KA,Bagalkote,delta7,vaccinated2,22844
KA,Bagalkote,meta,population,1890826
KA,Bagalkote,total,confirmed,35178
KA,Bagalkote,total,deceased,333
KA,Bagalkote,total,recovered,34843
KA,Bagalkote,total,tested,49851
KA,Bagalkote,total,vaccinated1,1188016
KA,Bagalkote,total,vaccinated2,613422
KA,Ballari,delta,recovered,2
KA,Ballari,delta,vaccinated1,2415
KA,Ballari,delta,vaccinated2,483
KA,Ballari,delta21_14,confirmed,9
KA,Ballari,delta7,confirmed,9
KA,Ballari,delta7,recovered,14
KA,Ballari,delta7,vaccinated1,54006
KA,Ballari,delta7,vaccinated2,84805
KA,Ballari,meta,population,2532383
KA,Ballari,total,confirmed,97763
KA,Ballari,total,deceased,1689
KA,Ballari,total,recovered,95961
KA,Ballari,total,tested,402407
